part_number,description,upc
1002-83RC,"COUPLING 8""CLAY-""CI/PL SCH 40",018578026254
1002-84,"COUPLING 8"" CLAY- 4"" CI/PL",018578003705
1002-84EB,"COUPLING 8""CLAY-4""CI/PL EB",018578007567
1002-84EBRC,"COUP 8""CLAY-4""CI/PL RC SCH 40",018578048492
1002-84RC,"COUPLING 8""CLAY-4""CI/PL SCH 40",018578015005
1002-84SDRRC,"COUPLING 8""CLAY-4""CI/PL SDR35",#N/A
1002-84WCEB,"COUP 8"" WC CLAY X 4"" CI/PL EB",#N/A
1002-85,"COUPLING 8"" CLAY- 5"" CI/PL",018578040236
1002-86,"COUPLING 8"" CLAY- 6"" CI/PL",018578001527
1002-86A,"COUPLING 8"" CLAY- 6"" CI/PL",018578026261
1002-86EB,"COUPLING 8""CLAY-6""CI/PL EB",018578007680
1002-86EBRC,"COUPLING 8""CLAY X 6""CI/PL EBRC",018578046573
1002-86OS,"COUP 8""CLAY-6""CI/PL OLD STYLE",#N/A
1002-86RC,"COUPLING 8""CLAY-6""CI/PL SCH40",018578012240
1002-86RC-WF,"COUPLING 8""CLAY-6""CI/PL SCH40",#N/A
1002-86SDRRC,"COUPLING 8""CLAY-6""CI/PL SDR35",#N/A
1002-86WC,"COUPLING 8""WC CLAY-6""CI/PL",018578011700
1002-86WCRC,"COUPLING 8""WC CLAY-6""CI/PLAST",018578014275
1002-88,"COUPLING 8"" CLAY- 8"" CI/PL",018578001626
1002-88-GPQ,"COUPLING 8"" CLAY- 8"" CI/PL",#N/A
1002-88-WB,"COUPLING 8"" CLAY- 8"" CI/PL",#N/A
1002-882RC,"COUP 8""CL X 8""PL XL",018578046030
1002-88A,"COUPLING 8"" CLAY- 8"" CI/PL 316",018578020153
1002-88EB,"COUPLING 8""CLAY-8""CI/PL EB",018578008526
1002-88EBRC,"COUPLING 8""CLAY-8""CI/PL EBRC",018578015210
1002-88HT,"COUPLING 8"" CLAY- 8"" CI/PL HT",018578047808
1002-88MIB,"COUPLING 8"" CLAY- 8"" CI/PL MIB",#N/A
1002-88RC,"COUPLING 8"" CLAY- 8"" CI/PL RC",018578005631
1002-88RC-WF,"COUPLING 8"" CLAY- 8"" CI/PL RC",#N/A
1002-88SRA,"COUPLING 8"" CL- 8"" CI/PL SR316",018578020382
1002-88WC,"COUPLING 8""WC CLAY-8""CI/PL",018578011786
1002-88WCRC,COUPLING 8X8 WC CLAY-CI/PL RC,018578011212
1003-10-6,"COUPLING 10""CLAY-6""AC/DI",018578008021
1003-10-8,"COUPLING 10""CLAY-8""AC/DI",018578004917
1003-10-8RC,"COUPLING 10""CLAY-8""AC/DI RC",018578046337
1003-1010,"COUPLING 10"" CLAY-10""AC/DI",018578001787
1003-1010RC,"COUPLING 10""CLAY-10""AC/DI RC",018578005686
1003-1010SRA,"COUPLING 10"" CLAY - 10"" AC/DI SRA",018578048560
1003-1010WC,"COUPLING 10""CLAY-10""AC/DI WEST",018578011878
1003-1010WCRC,"COUPLING 10""CLAY-10""AC/DI RC",018578011793
1003-1012,COUPLING 10 CL X 12 AC/DI,018578017689
1003-1012RC,"Coupling 10""CLAY - 12""AC/DI RC",018578017597
1003-12-6,"COUPLING 1""CL-6""AC/DI",018578026339
1003-12-8,"COUPLING 12""CL-8""AC/DI",018578019041
1003-12-8EB,"COUPLING 12""CL-8""AC/DI EB",018578001015
1003-12-8EBRC,"COUPLING 12""CL-8""AC/DI EB RC",#N/A
1003-12-8RC,"COUPLING 12""CLAY - 8""AC/DI RC",#N/A
1003-1210,"COUPLING 12""CLAY-10""AC/DI",018578004924
1003-1210RC,"COUPLING 12"" CLAY/10""AC/DI RC",018578046993
1003-1212,"COUPLING 12"" CLAY- 12"" AC/DI",018578003668
1003-1212RC,"COUPLING 12""CLAY-12""AC/DI RC",018578005693
1003-1212WC,"COUPLING 12""WC CLAY-12""AC/DI",018578018600
1003-1212WCRC,"COUPLING 12"" CLAY - 12"" CI/PL RC",018578018402
1003-1215,"COUPLING 12""CLAY-15""AC/DI",018578026346
1003-15-8,"COUPLING 15"" CLAY-8"" AC/DI",018578026353
1003-1510,"COUPLING 15"" CLAY-10"" AC/DI",018578026360
1003-1510EB,"COUPLING 15"" CLAY-10""AC/DI EB",018578020559
1003-1510RC,"COUPLING 15""CLAY-10""AC/DI RC",018578047716
1003-1512,"COUPLING 15"" CLAY-12"" AC/DI",018578004931
1003-1512EB,"COUPLING 15""CLAY-12""AC/DI EB",018578026377
1003-1512EBRC,"COUPLING 15""CLAY-12""AC/DI EB RC",#N/A
1003-1512RC,"COUPLING 15""CLAY-12""AC/DI",018578018877
1003-1515,"COUPLING 15""CLAY-15""AC/DI",018578007239
1003-1515RC,"COUPLING 15""CLAY-15""AC/DI",018578016996
1003-1516,"COUPLING 15""CL-16""AC/DI",018578004948
1003-1516RC,"COUPLING 15""CL-16""AC/DI RC",018578009486
1003-1818,"COUPLING 18""CLAY-18""AC/DI",018578001794
1003-1818RC,COUPLING 18X18 CLAY-AC/DI,018578011588
1003-2424,"Coupling 24"" Clay x 24"" AC/DI",018578000988
1003-2424RC,"Coupling 24"" Clay x 24"" AC/DI",018578026407
1003-44,"COUPLING 4"" CLAY- 4"" AC/DI",018578001312
1003-44RC,"COUPLING 4""CLAY- 4"" AC/DI RC",018578004702
1003-44WC,"COUPLING 4""WCCLAY- 4"" AC/DI",018578011809
1003-44WCRC,"COUPLING 4""WCCLAY- 4"" AC/DI RC",018578008908
1003-46,COUPLING 4X6 CLAY-AC/DI,018578004177
1003-46RC,Coupling 4x6 Clay-AC/DI RC,018578017542
1003-48,"COUPLING 4""CLAY-8""AC/DI",018578007864
1003-54,"COUPLING 5""CLAY-4""AC/DI",018578004856
1003-54RC,"COUPLING 5""CLAY-4""AC/DISR",018578040496
1003-55,"COUPLING 5"" CLAY- 5"" AC/DI",018578004863
1003-6-10,"COUPLING 6""CLAY-10""AC/DI",018578026421
1003-64,"COUPLING 6""CLAY-4""AC/DI",018578004870
1003-64EB,"COUPLING 6""CLAY - 4""DI/AC EB",018578026438
1003-64EBRC,"COUPLING 6""CLAY - 4""DI/AC EBRC",#N/A
1003-64RC,"COUPLING 6""CLAY - 4""DI/AC RC",018578014794
1003-64WC,"COUPLING 6"" CLAY- 4"" AC/DI WES",018578011816
1003-65,"COUPLING 6""CALY-5""AC/DI",018578004887
1003-66,"COUPLING 6"" CLAY- 6"" AC/DI",018578004009
1003-66MIB,"COUPLING 6"" CLAY- 6"" AC/DI MIB",#N/A
1003-66RC,"COUPLING 6"" CLAY- 6"" AC/DI RC",018578005662
1003-66WC,"COUPLING 6"" CLAY- 6"" AC/DI WES",018578011823
1003-66WCRC,"COUPLING 6"" CLAY- 6"" AC/DI RC",018578011830
1003-66WCSRA,"Coupling 6in Space Clay -6"" AC/DI SRA",018578026445
1003-68,"COUPLING 6""CLAY-8""AC/DI",018578003613
1003-68EB,Coupling 6x8 Clay-AC/DI,018578026452
1003-68RC,COUPLING 6X8 CLAY-AC/DI,018578017023
1003-8-10,"COUPLING 8""CLAY-10""AC/DI",018578007970
1003-8-10RC,"COUPLING 8'CLAY-10""AC/DI RC",018578026476
1003-8-12,"COUPLING 8""CLAY-12""AC/DI",018578026483
1003-8-12EB,"COUPLING 8""CLAY-12""AC/DI",018578026490
1003-8-12RC,COUPLING 8 CL X 12 AC/DI  RC,#N/A
1003-84,"COUPLING 8""CLAY-4""AC/DI",018578026506
1003-85,"COUPLING 8""CLAY-5""AC/DI",018578004894
1003-86,"COUPLING 8""CLAY-6""AC/DI",018578004900
1003-86EBRC,"COUPLING8"" CLAY- 8"" AC/DI EBRC",#N/A
1003-86RC,"COUPLING 8"" CLAY- 8"" AC/DI RC",018578047013
1003-86WC,"COUPLING 8"" CLAY- 8"" AC/DI RC",018578011847
1003-86WCRC,"COUPLING 8"" CLAY- 8"" AC/DI RC",018578026513
1003-88,"COUPLING 8"" CLAY- 8"" AC/DI",018578002272
1003-88A,"COUPLING 8""CLAY-8""AC/DI 316SS",#N/A
1003-88MIB,"COUPLING 8"" CLAY- 8"" AC/DI MIB",#N/A
1003-88RC,"COUPLING 8"" CLAY- 8"" AC/DI RC",018578005679
1003-88SRA,"COUPLING 8""CLAY-8""AC/DI SR 316",018578026520
1003-88WC,"COUPLING 8"" CLAY- 8"" AC/DI WC",018578011854
1003-88WCRC,"RC CPLNG 8"" CLAY- 8"" AC/DI WC",018578012158
1004-10-8,"COUPLING 10""CONC-8""CONC",018578002319
1004-1001,10X10 DONUT,018578026544
1004-1010,"COUPLING 10""X 10"" CONC",018578002326
1004-1010A,"COUPLING 10""X 10"" CONC, 316SS",018578020078
1004-1010LC,"COUPLING 10""CONC-10""CONC LARGE",018578026551
1004-1010LCRC,"COUPL 10""CONC-10""CONC LARGE RC",018578040519
1004-1010RC,"COUPLING 10""CONC-10""CONC RC",018578005730
1004-1210,"COUPLING 12""CONC-10""CONC",018578002333
1004-1210EB,Coupling 12 x 10 Concrete Ecce,018578026575
1004-1210RC,"COUPLING 12""CONC-10""CONC RC",018578048379
1004-1212,COUPLING 12X12 CONCRETE,018578002340
1004-1212A,"COUPLING 12X12 CONCRETE, 316SS",018578026599
1004-1212HT,COUPLING 12X12 CONCRETE HT,018578026605
1004-1212LC,"COUPLING 12""CONC-12""CONC LARGE",018578014589
1004-1212LCA,COUPLING 12X12 CONC LARGE 316,018578026612
1004-1212LCRC,"COUPLING 12""CONC-12""CONC LC RC",018578014633
1004-1212RC,"COUPLING 12""CONC-12""CONC RC",018578005747
1004-1515,"COUPLING 15""CONC-15""CONC",018578004658
1004-1515RC,"COUPLING 15""CONC-15""CONC",018578017672
1004-1818,"COUPLING 18""CONC-18""CONC",018578004665
1004-1818-WF,"COUPLING 18""CONC-18""CONC",#N/A
1004-1818LC,"COUPLING 18""LG CONC-18""LG CONC",018578041509
1004-1818LCRC,"COUPLING 18""LG CONC-18""LG CONC",018578049079
1004-1818RC,"COUPLING 18""CONC-18""CONC RC",018578026674
1004-2121,"COUPLING 21""CONC-21""CONC",018578004955
1004-2121A,"COUP (316)  21""CONC-21""CONC",#N/A
1004-2121RC,"COUPLING 21""CONC-21""CONC RC",018578041905
1004-2424,"COUPLING 24""CONC-24""CONC",018578004962
1004-2424A,"Coupling 24""Conc-24""Conc 316",018578026704
1004-2424RC,"COUPLING 24""CONC-24""CONC RC",018578026728
1004-2727,"COUPLING 27""CONC-27""CONC",018578004979
1004-2727RC,"COUPLING 27""CONC-27""CONC RC",018578014473
1004-44,COUPLING 4X4 CONC,018578015302
1004-44A,"COUPLING 4X4 CONC, 316SS",018578026742
1004-44RC,"COUPLING 4""CONC-4""CONC RC",018578005709
1004-609,10X6 WEDGELOCK CLAY X SCH40,018578026773
1004-64,"COUPLING 6""CONC-4""CONC",018578015319
1004-66,COUPLING 6X6 CONC,018578015326
1004-66A,"COUPLING 6X6 CONC, 316SS",018578020047
1004-66HT,COUPLING 6X6 CONC HT,018578026797
1004-66RC,"COUPLING 6""CONC-6""CONC RC",018578005716
1004-801,10x8 donut,018578043244
1004-86,"COUPLING 8""CONC-6""CONC",018578002296
1004-86A,"COUPLING 8""CONC-6""CONC,316SS",018578026810
1004-88,"COUPLING 8""CONC-8""CONC",018578002302
1004-88A,"COUPLING 8""CONC-8""CONC, 316SS",018578020054
1004-88HT,"COUPLING 8""CONC-8""CONC HT",018578026827
1004-88RC,"COUPLING 8""CONC-8""CONC RC",018578005723
1005-10-8EB,"COUPLING 10""CONC-10""CLAY EB",018578026841
1005-1010,"COUPLING 10""CONC-10""CLAY",018578007543
1005-1210,"COUPLING 12CONC-10""CLAY",018578026858
1005-1210EB,"COUPLING 12""CONC-10""CLAY EB",018578026865
1005-1212,"COUPLING 12CONC-12""CLAY",018578006669
1005-1212HT,"COUPLING 12CONC-12""CLAY HT",018578017238
1005-1212LC,"COUPLING 12""LARGE CONC-12""Clay",018578041165
1005-1212RC,"COUPLING 12""CONC-12""CLAY RC",018578018563
1005-15-8,"COUPLING 15""CONC-8""CLAY",018578026872
1005-1512,"COUPLING 15""CONC-12""CLAY",018578026889
1005-1515,"COUPLING 15""CONC-15""CLAY",018578007901
1005-1515RC,"COUPLING 15""CONC-15""CLAY",018578017603
1005-44,"COUPLING 4""CONC-4""CLAY",018578006911
1005-64,"COUPLING 6""CONC X 4"" CLAY",018578017351
1005-66,"COUPLING 6""CONC-6""CLAY",018578018778
1005-66RC,"COUPLING 6""CONC-6""CLAY RC",018578046245
1005-86,"COUPLING 8""CONC-6""CLAY",018578026926
1005-88,"COUPLING 8""CONC-8"" CLAY",018578006645
1005-88RC,"COUPLING 8""CONC-8"" CLAY",018578026940
1006-10-4,"COUPLING 10""CONC-4""CI/PL",018578006997
1006-10-6,"COUPLING 10""CONC-6""CI/PL",018578019089
1006-10-6EB,"COUPLING 10""CONC-6""CI/PL EB",018578026964
1006-10-8,"COUPLING 10""CONC-8""CI/PL",018578002371
1006-10-8AEB,"COUPLING10""CON-8""CI/PL EB 316",018578020108
1006-10-8EB,"COUPLING 10""CONC-8""CI/PL EB",018578019416
1006-10-8EBRC,"COUPLING 10""CONC-8""CI/PL EB RC",#N/A
1006-10-8RC,"COUPLING 10""CONC-8""CI/PL RC",018578046757
1006-1005,DONUT 10X10,018578047877
1006-1010,"COUPLING 10""CONC-10""CI/PL",018578002388
1006-1010A,"COUPLING 10""CON-10""CI/PL 316SS",018578026995
1006-1010HT,"COUPLING 10""CONC-10""CI/PL HT",018578027008
1006-1010LC,"COUPLING 10""CONC-10""CI/PL LARG",018578027015
1006-1010LCRC,"COUPLING 10""CONC-10""CI/PL LCRC",018578040267
1006-1010RC,"COUPLING 10""CONC-10""CI/PL",018578009455
1006-12-4,"COUPLING 12""CONC-4""CI/PL",018578027046
1006-12-6,"COUPLING 12""CONC-6""CI/PL",018578001800
1006-12-6EB,"COUPLING 12""CONC-6""CI/PL",018578027053
1006-12-8,"COUPLING 12""CONC-8""CI/PL",018578001817
1006-12-8EB,"COUPLING 12""CONC-8""CI/PL",018578027060
1006-12-8LC,"Coupling 12""LGConc-8""CI/PL",018578020542
1006-12-8RC,"COUPLING 12""CONC-8""CI/PL RC",018578041561
1006-1210,"COUPLING 12""CONC-10""CI/PL",018578002395
1006-1210EB,"COUPLING 12"" CON X 10"" CI/PL",#N/A
1006-1210LC,"Coupling 12""LGConc-10"" CI/PL",018578027084
1006-1210LCRC,"COUP 12"" CON X10"" CI/PL LC RC",018578046511
1006-1210RC,"COUPLING 12"" CON X10"" CI/PL RC",018578015074
1006-1212,"COUPLING 12""CONC-12""CI/PL",018578002401
1006-1212A,"COUPLING 12""CONC-12""CI/PL 316",018578019966
1006-1212EB,"12"" Concrete x 12"" CI/Plastic",018578041523
1006-1212HT,"COUPLING 12""CONC-12""CI/PL HT",018578047822
1006-1212LC,"COUPLING 12""CONC-12""PLAS LARGE",018578018839
1006-1212LCEB,"COUPLING 12""LGCONC-12""PLAS ECC",018578040472
1006-1212LCRC,"COUPLING 12""CONC-12""CI/PL LCRC",018578014398
1006-1212RC,"COUPLING 12""CONC-12""CI/PL RC",018578005792
1006-15-6,"COUPLING 15""CONC-6""CI/PL",018578027114
1006-15-8,"COUPLING 15""CONC-8""CI/PL",018578027138
1006-1510,"COUPLING 15""CONC-10""CI/PL",018578027169
1006-1510RC,"COUPLING 15""CONC - 10""CI/PL RC",018578048041
1006-1512,"COUPLING 15""CONC-12""CI/PL",018578027183
1006-1512EB,"Coupling 15""Conc-12""CI/PL Ecce",018578027190
1006-1512RC,"COUPLING 15""CONC-12""CI/PL",018578020504
1006-1515,"COUPLING 15""CONC-15""CI/PL",018578001824
1006-1515LCRC,"COUPLING 15""LG CON-15""CI/PL RC",018578047068
1006-1515RC,"COUPLING 15""CONC-15""CI/PL RC",018578009479
1006-1818,"COUPLING 18""CONC-18""CI/PL",018578001831
1006-1818LCRC,"COUPLING 18""LG CONC-18""CI/PLRC",018578046597
1006-1818RC,"COUPLING 18""CONC-18""CI/PL RC",018578009509
1006-2121,"COUPLING 21""CONC-21""CI/PL",018578004993
1006-2121RC,"COUPLING 21""CONC-21""CI/PL  RC",018578017504
1006-2424,"COUPLING 24""CONC-24CI/PL",018578001848
1006-2424LCRC,"COUPLING 24""LG CONC-24CI/PL RC",018578046832
1006-2424RC,"COUPLING 24""CONC-24CI/PL RC",018578011724
1006-2727,"COUPLING 27""CONC-27""CI/PL",018578005006
1006-2727RC,"COUPLING 27""CONC-27""CI/PL RC",018578034037
1006-43,"COUPLING 4""CONC-3""CI/PL",018578015333
1006-43A,"COUPLING 4""CONC-3""CI/PL 316SS",018578027305
1006-43HT,"COUPLING 4""CONC-3""CI/PL HI TOR",018578027329
1006-43W,"COUPLING 4""CONC-3""CI/PL WHITE",018578027336
1006-44,"COUPLING 4""CONC-4""CI/PL",018578015340
1006-44-WB,"COUPLING 4""CONC-4""CI/PL",#N/A
1006-44A,"COUPLING 4""CONC-4""CI/PL, 316SS",018578027343
1006-44EB,"COUPLING 4""CONC-4""CI/PL EB",018578027350
1006-44LCMIB,"COUPLING 4""LARGE CONC-4""CI/PL",#N/A
1006-44LCRC,"COUPL 4""LARGE CONC-4""CI/PL RC",018578039988
1006-44RC,"COUPLING 4""CONC-4""CI/PL",018578005754
1006-44W,"COUPLING 4""CONC-4""CI/PL",018578027381
1006-44XL,"COUPLING 4""CONC-4""CI/PL",018578027398
1006-46,"COUPLING 4""CONC-6""CI/PL",018578007468
1006-46RC,"Coupling 4""Conc-6""CI/PL RC",018578018204
1006-54,"COUPLING 5""CONC-4""CI/PL",018578049062
1006-6-10,COUPLING 6X10 CONC-CI/PL,018578017665
1006-63,COUPLING 6X3 CONC-CI/PL,018578027428
1006-64,COUPLING 6X4 CONC-CI/PL,018578015357
1006-64A,COUPLING 6X4 CONC-CI/PL 316SS,018578027435
1006-64AEB,"COUPLING 6""CON-4""CI/PL REB 316",018578019942
1006-64EB,"COUPLING 6""CONC-4""CI/PL REB",018578003675
1006-64EBRC,"COUPLING 6""CONC-4""CI/PL RC ECC",018578027442
1006-64RC,"COUPLING 6""CONC-4""CI/PL",018578005761
1006-64W,COUPLING 6X4 CONC-CI/PL,#N/A
1006-65,"COUPLING 6""CONC-5""CI/PL",018578004986
1006-65EB,"COUPLING 6""CONC-4""CI/PL REB",018578027466
1006-66,COUPLING 6X6 CONC-CI/PL,018578015364
1006-66A,COUPLING 6X6 CONC-CI/PL 316SS,018578019959
1006-66EB,"COUPLING 6""CONC-6""CI/PL REB",018578027480
1006-66LCRC,"6""LG CONC-6""XHCI,SCH40",018578039872
1006-66RC,"COUPLING 6""CONC-6""CI/PL",018578005778
1006-68,"COUPLING 6""CONC-8""CI/PL",018578008311
1006-68EB,COUPLING 6X8 CONC-CI/PL EB,018578027497
1006-68RC,Coupling 6x8 Conc-CI/PL RC,018578017443
1006-805,10X8 DONUT,018578027503
1006-84,"COUPLING 8""CONC-4""CI/PL",018578001862
1006-84EB,"COUPLING 8""CONC-4""PLASTIC ECCE",018578027510
1006-85,"COUPLING 8""CONC-5""CI/PL",018578027527
1006-86,"COUPLING 8""CONC-6""CI/PL",018578002357
1006-86EB,"COUPLING 8""CONC-8""PLASTIC",018578027534
1006-86RC,"COUPLING 8""CONC-6""CI/PL SHEAR",018578014305
1006-88,COUPLING 8X8 CONC-CI/PL,018578002364
1006-88A,"COUPLING 8X8 CONC-CI/PL, 316SS",018578027541
1006-88EB,"COUPLING 8""CONC-8""PLASTIC",018578027558
1006-88EBRC,"Coupling 8"" Conc-8""CI/PL EB RC",018578027565
1006-88HTRC,COUPLING 8X8 CONC-CI/PL HTRC,#N/A
1006-88LC,"COUPLING 8""CONC-8""PLASTIC LARG",018578027589
1006-88LCRC,"COUPLING 8""LARGECONC-8""PLASTIC",018578047259
1006-88RC,"COUPLING 8""CONC-8""CI/PL",018578005785
1008-1001,10X10 DONUT,018578027596
1010-605,10X6 DONUT,#N/A
104-300,SIZE 104 CLAMP 300SS,018578003583
104-316,SIZE 104 CLAMP 316SS,018578017894
1051-10-4,COUPLING 10X4 AC/DI-CI/PL,018578027695
1051-10-4RC,"COUPLING 10""AC-DI-4""CI/PL RC",#N/A
1051-10-4SDRRC,"COUPLING 10""AC-DI-4""CI/PL RC",#N/A
1051-10-6,COUPLING 10X6 AC/DI-CI/PL,018578006782
1051-10-6EB,"COUPLING 10""AC/DI-6""CI/PL",018578027725
1051-10-6EBRC,COUP 10X6 AC/DI-CI/PL ECC RC,018578047440
1051-10-6RC,"COUPLING 10""AC-DI-6""CI/PL RC",#N/A
1051-10-6SDRRC,"COUPLING 10""AC-DI-6""CI/PL RC",#N/A
1051-10-8,"COUPLING 10""AC/DI-8""CI/PL",018578002173
1051-10-8EB,"COUPLING 10""AC/DI-8""CI/PL",018578027749
1051-10-8EBRC,"COUPLING 10""AC-DI-8""CI/PL ECC.",018578017139
1051-10-8EBSDR,"COUPLING 10""AC-DI-8""CI/PLSREB",018578027756
1051-10-8RC,"COUPLING 10""AC-DI-8""CI/PL RC",018578005822
1051-10-8SDRRC,"COUPLING 10""AC-DI-8""CI/PL RC",#N/A
1051-1010,COUPLING 10X10 AC/DI-CI/PL,018578002180
1051-1010-GPQ,COUPLING 10X10 AC/DI-CI/PL,#N/A
1051-1010A,"CPLG 10X10 AC/DI-CI/PL, 316SS",018578020160
1051-1010HT,COUPLING 10X10 AC/DI-CI/PL HT,018578017184
1051-1010MIB,COUPLING 10X10 AC/DI-CI/PL MIB,#N/A
1051-1010RC,COUPLING 10X10 AC/DI-CI/PL RC,018578005839
1051-1010RC-WF,COUPLING 10X10 AC/DI-CI/PL RC,#N/A
1051-1012,"COUPLING 10""AC/DI-12""CI/PL",018578007475
1051-1012EB,"Coupling 10""AC/DI-12""CI/PL Ecc",018578027794
1051-1012RC,"Coupling 10"" AC/DI-12""CI/PL RC",018578019430
1051-1015,COUPLING 10X15 AC/DI-CI/PL,018578027800
1051-12-4,"COUPLING 12""AC/DI-4""CI/PL",018578009059
1051-12-4EB,"COUPLING 12""AC/DI-4""CI/PL",018578027817
1051-12-6,COUPLING 12X6 AC/DI-CI/PL,018578027831
1051-12-6EB,"COUPLING 12""AC/DI-6""CI/PL",018578027848
1051-12-6RC,"COUPLING 12""AC/DI-6""CI/PL RC",018578040656
1051-12-8,"COUPLING 12""AC/DI-8""CI/PL",018578005426
1051-12-8EB,"COUPLING 12""AC/DI-8""CI/PL ECCE",018578027862
1051-12-8RC,"COUPLING 12""AC/DI-8""CI/PL RC",#N/A
1051-1210,"COUPLING 12""AC/DI-10""CI/PL",018578002197
1051-1210EB,"COUPLING 12""AC/DI-10""CI/PL",018578027879
1051-1210RC,"COUPLING 12""AC/DI-10""CI/PL RC",018578014084
1051-1212,COUPLING 12X12 AC/DI-CI/PL,018578001879
1051-1212A,COUPLING 12X12 AC/DI-CI/PL 316,018578027909
1051-1212HT,COUPLING 12X12 AC/DI-CI/PL HT,018578017191
1051-1212RC,"COUPLING 12""AC/DI-12""CI/PL RC",018578005846
1051-1215,"COUPLING 12""AC/DI 15""CI/PL",018578003101
1051-1215EB,"COUPLING 12"" AC/DI - 15"" CI/PL ECC.",018578027916
1051-1215RC,"COUPL. 12"" X 15""AC/DI-CI/PL RC",018578020467
1051-15-8,"COUPLING 15""AC/DI-8""CI/PL",018578027923
1051-1510,COUPLING 15X10 AC/DI-CI/PL,018578027930
1051-1510EB,COUPLING 15X10 AC/DI-CI/PL EB,018578027947
1051-1512,"COUPLING 15""AC/DI-12""CI/PL",018578006447
1051-1512RC,"COUPLING 15""AC/DI-12""CI/PL RC",018578046726
1051-1514,"COUPLING 15""AC/DI-14""CI/PL",#N/A
1051-1515,COUPLING 15X15 AC/DI-CI/PL,018578001329
1051-1515RC,"COUPLING 15""AC/DI-15""CI/PL RC",018578011595
1051-1615,"COUPLING 16""AC/DI-15""CI/PL",018578002203
1051-1615EB,"COUPLING 16""AC/DI-15""CI/PL",018578027954
1051-1615RC,"COUPLING 16""AC/DI-15""CI/PL",018578012172
1051-1616,COUPLING 16X16 AC/DI-CI/PL,018578047006
1051-1812,"COUPLING 18""AC/DI-12""CI/PL",018578011571
1051-1815,"COUPLING 18""AC/DI-15""CI/PL",018578027961
1051-1815RC,COUPLING 18X15 AC/DI-CI/PL,018578004191
1051-1818,COUPLING 18X18 AC/DI-CI/PL,018578002210
1051-1818RC,COUPLING 18X18 AC/DI-CI/PL,018578011663
1051-2424,Coupling 24x24 AC/DIxCI/PL,018578019485
1051-2424RC,Coupling 24 AC/DI x 24CI/PL RC,018578019164
1051-42,"COUPLING 4""AC/DI-2""CI/PL",018578006584
1051-43,"COUPLING 4""AC/DI-3""CI/PL",018578003958
1051-43EB,COUPLING 4X3 AC/DI-CI/PL,018578028029
1051-43RC,"Coupling 4""AC/DIx3""CI/PL RC",018578028036
1051-44,COUPLING 4X4 AC/DI-CI/PL,018578015371
1051-44-WB,COUPLING 4X4 AC/DI-CI/PL,#N/A
1051-44A,"COUPLING 4X4 AC/DI-CI/PL,316SS",018578019935
1051-44EB,COUPLING 4X4 AC/DI-CI/PL,018578028043
1051-44EBRC,COUPLING 4X4 AC/DI-CI/PL  RC,018578047334
1051-44MIB,COUPLING 4X4 AC/DI-CI/PL MIB,#N/A
1051-44RC,COUPLING 4X4 AC/DI-CI/PL,018578016880
1051-44RC-WF,COUPLING 4X4 AC/DI-CI/PL,#N/A
1051-44W,COUPLING 4X4 AC/DI-CI/PL,018578028074
1051-45,"COUPLING 4""AC/DI-5""CI/PL",018578028081
1051-45RC,"COUPLING 4""DI/PL-5""CI/PL SR",018578020429
1051-46,"COUPLING 4""AC/DI-6""CI/PL",018578007956
1051-46EB,"COUPLING 4""AC/DI-6""CI/PL",018578007505
1051-46RC,"COUPLING 4""AC/DI-6""CI/PL RC",018578011175
1051-46RC-WF,"COUPLING 4""AC/DI-6""CI/PL RC",#N/A
1051-48,"COUPLING 4""AC/DI-8""CI/PL",018578028104
1051-48EBRC,"COUPLING 4""AC/DI-8""CI/PL EB RC",#N/A
1051-48RC,"Coupling 4""DI/CI-8""CI/PL RC",018578028128
1051-52,"COUPLING 5""AC/DI-2""CI/PL",018578028142
1051-53,"COUPLING 5"" AC/DI-3""AC/DI",018578002128
1051-53-WF,"COUPLING 5"" AC/DI-3""AC/DI",#N/A
1051-54,COUPLING 5X4 AC/DI-CI/PL,018578001541
1051-54A,COUPLING 5X4 AC/DI-CI/PL 316,018578019911
1051-54EB,"COUPLING 5"" AC/DI-4""AC/DI ECCE",018578018686
1051-54HT,COUPLING 5X4 AC/DI-CI/PL HT,018578028159
1051-54RC,"COUPLING 5""AC/DI-4""AC/DI RC",018578049185
1051-55,"COUPLING 5""AC/DI-5""CI/PL",018578002135
1051-55RC,"COUPLING 5""AC/DI-5""AC/DI SR",018578012073
1051-55RC-WF,"COUPLING 5""AC/DI-5""AC/DI SR",#N/A
1051-56,"COUPLING 5""AC/DI-6""CI/PL",018578005402
1051-56EB,"COUPLING 5""AC/DI-6""CI/PL EB",018578028166
1051-56RC,"Coupling 5""DI/AC x 6"" CI/PL RC",018578017986
1051-6-10,"COUPLING 6""AC/DI-10""CI/PL",018578008663
1051-6-10EB,"COUPLING 6""AC/DI-10""CI/PL",018578028180
1051-6-12,"COUPLING 6""AC/DI-12""CI/PL",018578017337
1051-6/150,"COUPLING 6""AC/DI-1-1/2""CI/PL",018578028197
1051-62,"COUPLING 6"" AC/DI - 2"" AC/DI",018578007215
1051-63,COUPLING 6X3 AC/DI-CI/PL,018578007086
1051-63RC,"Coupling 6""AC/DI-3""CI/PL RC",018578048089
1051-64,COUPLING 6X4 AC/DI-CI/PL,018578015388
1051-64A,COUPLING 6X4 AC/DI-CI/PL 316SS,018578020139
