catalog_number,description,upc
89-818,001PC 38DR PEAR HEAD RATCHET-NHP7,076174898187
89-819,001PC 12DR PEAR HEAD RATCHET-NHP7,076174898194
89-858,ST PLRS 6IN DIAGNL,076174898583
89-859,ST PLRS 7.4IN DIAGNL,076174898590
89-861,ST PLRS 7.75IN DIAGNL,076174898613
89-862,"FM PLRS 9.88"" DIAG",076174898620
89-865,FM PLRS 9.5IN LNSMAN,076174898651
89-869,FM PLRS 6.5IN LONGNSE,076174898699
89-870,ST PLRS 8IN LONGNOSE,076174898705
89-871,"ST PLRS 6.4"" BENT",076174898712
89-874,FM PLRS 8.5IN CABLE,076174898743
89-875,ST PLRS 6.5IN ENDCUTR,076174898750
89-961,001PC 14DR ROTATOR RATCHET,076174899610
8ZR,VISE T-8 8 MECH T-8,734442000969
902L3,PLIER LCKNG 5WR 5IN CRVD JAW,038548009049
90-947,ST WREN 6IN ADJUSTBLE,076174909470
90-948,ST WREN 8IN ADJUSTBLE,076174909487
90-949,ST WREN 10IN ADJUSTBL,076174909494
90-950,ST WREN 12IN ADJUSTBL,076174909500
91-316,RATCHET 3/4 DR ROUND HE,076174405675
91-928,001PC 14DR 72T RATCHET,076174919288
91-929,001PC 38DR 72T RATCHET,076174919295
91-930,001PC 1/2IN DR 72T RATCHET,076174919301
92-802,020PC 14DR SOCKET SET,076174928020
92-824,069PC 14/38DR BLACK CHROME SOCKET SET,076174928242
92-839,099PC 14/38DR BLACK CHROME MECH TOOL SET,076174928396
93-310,ST PRYB BRD BNDR,076174933109
9331ZR,DIE 10-32 NF 1 SH,042526093319
9332ZR,"DIE 12-24NC 1"" HEX",042526093326
9335ZR,"DIE 14-20NS 1"" HEX",042526093357
9399B385EW1014,PORTA-BAND 44-7/8X1/2X025X10/14 25/PK,082472093995
9401B385EW1418,PORTA-BAND 44-7/8X1/2X025X14/18 25/PK,082472094015
9403B38EW1014,PORTA-BAND 44-7/8X1/2X023X10/14 25PK,082472094039
9404B38EW14,PORTA-BAND 44-7/8X1/2X023X14TW 25/PK,082472094046
9405B38EW18,PORTA-BAND 44-7/8X1/2X023X18TW 25/PK,082472094053
9407B38EW1418,PORTA-BAND 44-7/8X1/2X023X14/18 25PK,082472094077
9420ZR,"DIE 1/4""-20NC 1"" HEX",042526094200
94-248,065PC 14DR MECH TOOL SET,076174942484
94-385W,011PC COMB. WRENCH SET SAE (CWE),076174943856
94-386W,011PC COMB. WRENCH SET MM (CWE),076174943863
94-542W,007PC RACHETING COMB. WRENCH SET SAE,076174945423
9502ZR,"DIE 1/8""-27NPT 1"" HEX",042526095023
9503ZR,"DIE 1/4""-18NPT 1"" HEX",042526095030
95-112B,ST FSHL BOX METAL LEGS,076174706482
95-151,2AA PERFORMANCE FL,076174951516
96-010,075PC 14/38DR SOCKET SET,076174960105
96-011,170PC 14/38/12DR MECH TOOL SET,076174960112
97094ZR,TAP + DIE 25PC SET FRACTIONAL HEX,024721970947
9722ZR,DIE 5-0.8MM 1IN HEX,042526097225
9723ZR,"DIE 5-0.9MM 1"" HEX",042526097232
9727ZR,"DIE 6-1.0MM 1"" HEX",042526097270
97-543,150PC 14/38DR MECH TOOL SET,076174975437
AC8DRSS,"NAIL,COL,090,RNG,2-1",077914010531
ACP8D090BDG,"NAIL,COL,090,PLN,2.5",077914038139
AF-100,REPL SPOOL LINE,028872019111
AF-100-2,REPL SPOOL LINE AF-100-2,028877511047
AF-100-3,0.065IN AFS SPOOL 3 PACK,885911347938
AF-100-3ZP,REPLACEMENT AUTO FEED SPOOL 3 PACK,028872401008
AF-100-BKP,REPLACEMENT AUTO FEED SPOOL,028872301001
BCBL700D1,B+D 20V AXIAL BLOWER,885911598217
BCCS320C1,BD PRUNING CHAINSAW KITTED,885911880312
BCED400C1,BLACK AND DECKER 20V EDGER,885911821698
BCF601AA,IN LINE ALKALINE SCREWDRIVER,885911565431
BCHB101,CORDLESS COCKTAIL MAKER,885911825078
BCHVF10,B+D 20V PWRC HAND VAC REPLACEMENT FILTER,885911840255
BCK279D2,B+D COMBO KIT BCBL700 and LST201,885911599276
BCKM1011K01,"KITCHEN MATRIX BLENDER KIT, GREY",885911836050
BCKM1011K06,"KITCHEN MATRIX BLENDER KIT, RED",885911836135
BCKM1011K10,"KITCHEN MATRIX BLENDER KIT, BLACK",885911836159
BCKM1013K01,"KITCHEN WAND 3 KIT NO STORAGE, GREY",885911897419
BCKM1013K06,"KITCHEN WAND 3 KIT NO STORAGE, RED",885911897433
BCKM1013K10,"KITCHEN WAND 3 KIT NO STORAGE, BLACK",885911897136
BCKM1013KS01,"KITCHEN MATRIX 3 KIT, GREY",885911834575
BCKM1013KS06,KITCHEN MATRIX 3 KIT RED,885911834896
BCKM1013KS10,"KITCHEN MATRIX 3 KIT, BLACK",885911833752
BCKM1014K01,"KITCHEN WAND 4 KIT, GREY",885911897150
BCKM1014K06,"KITCHEN WAND 4 KIT, RED",885911897174
BCKM1014K10,"KITCHEN WAND 4 KIT, BLACK",885911905619
BCKM1016KS01,"KITCHEN MATRIX 6 KIT, GREY",885911836111
BCKM1016KS06,"KITCHEN MATRIX 6 KIT, RED",885911834599
BCKM1016KS10,"KITCHEN MATRIX 6 KIT, BLACK",885911835015
BCPR320C1,20V PRUNER,885911784061
BCPW350C1,BD 20V POWER CLEANER,885911716338
BCRTA601I,4V FURNITURE ASSEMBLY TOOL,885911705844
BCS1512,"STPL,15.5GA,S4,1-1/2,GAL",077914001836
BCS1514,"STPL,15.5GA,S4,1-3/4,GAL",077914003816
BCS1516,STAPLE S4 15-1/2 GA.,077914001843
BCS1516-1M,15.5GA1/2 IN CROWN2INFLOORING STPL,077914056430
BCSS820C1,BD 20V MAX SHEAR SHRUBBER (1.5AH),885911719513
BD200MTB,B&D 2.5 AMP CORDED MULTI-TOOL,885911243414
BD2KITCDDCS,20V 2KIT DRILL/DRIVER CIRCULAR SAW,885911477772
BD2KITCDDI,20V 2KIT DRILL/DRIVER IMPACT,885911477758
BD4KITCDCMSL,20V MAX 4 TOOL COMBO KIT,885911509077
BD4KITCDCRL,20V 4KIT DRILL CIRC RECIP LIGHT,885911477765
BDA42SD,42PC SCREWDRIVING SET,885911494755
BDA91109,129 PC COMBINATION SET,885911289290
BDAM080,80G MOUSE 5PK,885911281706
BDAM120,120G MOUSE 5PK,885911281713
BDAM180,180G MOUSE 5 PK,885911293235
BDAM220,220G MOUSE 5PK,885911281720
BDAMM080,80G MEGA MOUSE 5PK,885911281805
BDAMM120,120G MEGA MOUSE 5PK,885911281812
BDAMM220,20G MEGA MOUSE 5 PK,885911281829
BDAMMMX-5,MEGA MOUSE ASSORTED 5 PK,885911293228
BDAMX,MOUSE ASSORTED 12PK,885911281737
BDAMX-5,MOUSE ASSORTED 5 PK,885911293211
BDC120VA100,B&D 20V LITHIUM DRILL w/100 ACCESSORIES,885911290234
BDCAC202B,BLACK & DECKER 20V LITHIUM 2 AMP CHARGER,885911369619
BDCAC60B,60V MAX BATTERY CHARGER,885911500937
BDCCS20B,BLACK & DECKER 20V MAX LITHIUM CIRC SAW,885911343121
BDCCS20C,20V CIRC SAW WITH BATTERY AND CHARGER,885911529280
BDCD220CS,20V MAX LITHIUM 2 KIT - DRILL & CIRC,885911326018
BDCD8C,8V MAX LITHIUM DRILL,885911431279
BDCD8HDPK,8V HOME DECOR PROJECT KIT,885911531016
BDCD8PK,8V MAX LITHIUM PROJECT KIT,885911432948
BDCDD120C,20V MAX LITHIUM 1 SPEED DRILL/DRIVER,885911447447
BDCDD12C,12V MAX LITHIUM SLIDE BATT DRILL /DRIVER,885911431309
BDCDD12PK,12V MAX LITHIUM PROJECT KIT,885911432924
BDCDMT1204KITC1,B&D 20V MATRIX DRILL 4 KIT,885911757829
BDCDMT1206KITC,MATRIX 20V MAX 6 KIT IN STORAGECASE,885911323109
BDCDMT1208KITC1,MATRIX 8-KIT,885911829311
BDCDMT120C,B&D 20V LITHIUM MATRIX DRILL/DRIVER,885911373067
BDCDMT120IA,20V LITHIUM DRILL/DRIVER AND IMPAC,885911305228
BDCDMT1212KITC1,MATRIX 12-KIT,885911829342
BDCF20,20V LITHIUM FLASHLIGHT,885911288569
BDCI20B,BLACK & DECKER 20V MAX LITHIUM IMPACT,885911343138
BDCI20C,BLACK & DECKER 20V MAX IMPACT DRIVER,885911343152
BDCJS20B,20V MAX LITHIUM JIG SAW BARE,885911432931
BDCJS20C,20V JIG SAW WITH BATTERY AND CHARGER,885911529273
BDCMS20B,CORDLESS MOUSE SANDER BARE,885911515078
BDCMS20C,20V CORDLESS MOUSE SANDER W/ BATTERY,885911495110
BDCMTI,IMPACT MULTI-TOOL ATTACHMENT,885911289122
BDCMTJS,JIG SAW MULTI-TOOL ATTACHMENT,885911288620
BDCMTO,OSCILLATING MULTI-TOOL ATTACHMENT,885911288613
BDCMTR,ROUTER MULIT-TOOL ATTACHMENT,885911288606
BDCMTRS,MATRIX RECIPROCATING SAW ATTACHMENT,885911322393
BDCMTS,SANDER MULTI-TOOL,885911288538
BDCMTSB,MATRIX STORAGE BAG,885911321907
BDCMTTS,TRIM SAW MULTI-TOOL ATTACHMENT,885911288583
BDCR20B,BLACK & DECKER 20V MAX LITHIUM RECIP SAW,885911343114
BDCR20C,20V RECIP SAW WITH BATTERY AND CHARGER,885911529297
BDCRO20C,20V CORDLESS ROS,885911514033
BDCS20C,4V MAX CORDLESS RECHARGEABLE SCREWDRIVER,885911415309
BDCS40BI,PIVOT SCREWDRIVER W/ BATTERY INDICATOR,885911372541
BDCS50C,4V STORAGE SCREWDRVR W/ 8 BITS,885911479882
BDCSFL20C,LIGHT DRIVER,885911524001
BDECS300C,13A CORDED CIRCULAR SAW,885911479905
BDEG400,4.5 IN ANGLE GRINDER 6.0 AMP,885911345804
BDEJS300C,BLACK & DECKER 4.5A JIG SAW,885911374200
BDEJS600C,BLACK & DECKER 5A JIG SAW,885911374224
BDEMS600,MOUSE 1.2A DETAIL SANDER,885911361071
BDEQS300,COMPACT 1/4 SHEET SANDER - PADDLE SWITCH,885911361088
BDERO100,EPP RANDOM ORBIT SANDER 5IN,885911361200
BDERO200AEV,5IN RANDOM ORBIT SANDER,885911720519
BDERO600,COMPACT RANDOM ORBIT SANDER - PADDLE,885911361095
BDH1220AV,12V DUSTBUSTER AUTO HAND VAC,885911305914
BDH2000L,20V LITHIUM HAND VAC,885911297066
BDH2000PL,FRUSTRATION FREE 20V MAX LITH PIVOT VAC,885911324014
BDH2000PLA,20V MAX LITHIUM PIVOT VAC,885911462051
BDH2020FL,GEN 2 FLEX VAC 20V MAX LITHIUM,885911324038
BDH2020FLFH,20V MAX LITHIUM FLEX W/ FLOOR HEAD,885911379502
BDINF12C,12V INFLATOR,885911503624
BDINF20C,20V CORDLESS INFLATOR,885911503631
BDL170,AUTO-LEVELING LASER W/PROTRACTOR,028877578644
BDL190S,BULLS EYE AUTO-LEVELING LASER,028877524382
BDL220S,LASER LEVEL W/WALL MOUNTING ACCESSORIES,028877524368
BDMKIT101C,MARKIT PICTURE HANGER,885911487313
BDSTGA9701,TUMBLING COMPOSTER,885911802000
BDSTGAKT9702,COUNTER COMPOSTER BIN SS,885911801492
BEBL7000,12AMP BACKPACK BLOWER/VAC/MULCHER,885911526951
BEBL750,B+D AC AXIAL BLOWER.,885911570725
BECS600,BD 8A 14IN CHAINSAW,885911735445
BECSP601,"BD 8A 10"" 2in1 Pole Chainsaw",885911735452
BEHB101,CORDED COCKTAIL MAKER,885911824811
BEHD201,6.5A CORDED HAMMER DRILL,885911534208
BEHT100,16IN ELECTRIC HEDGE TRIMMER,885911542319
BEHT150,17IN ELECTRIC HEDGE TRIMMER,885911542333
BEHT200,18IN ELECTRIC HEDGE TRIMMER,885911542340
BEHT350,22IN ELECTRIC HEDGE TRIMMER,885911542364
BEHTS125,16IN SAWBLADE ELECTRIC HEDGE TRIMMER,885911542326
BEHTS300,20IN SAWBLADE ELECTRIC HEDGE TRIMMER,885911542357
BEHTS400,22IN SAWBLADE ELECTRIC HEDGE TRIMMER,885911542371
BEMW213,BD 13AMP 20IN CORDED MOWER BH,885911594806
BEMW472BH,10 AMP 15IN ELECTRIC MOWER BIKE HANDLE,885911534871
BEMW482BH,12 AMP 17IN ELECTRIC MOWER BIKE HANDLE,885911534895
BEPW1600,B+D 1600-PSI 1.2-GPM PRESSURE WASHER,885911777032
BEPW1700,B+D 1700 PSI 1.2 GPM PRESSURE WASHER,885911772631
BEPW1850,B+D 1850 PSI 1.2 GPM PRESSURE WASHER,885911775670
BEPW2000,B+D 2000 PSI 1.2 GPM PRESSURE WASHER,885911772693
BES301K,7A CORDED RECIPROCATING SAW,885911715713
BEST935,BLACK & DECKER 4.0A 13IN STRING TRIMMER,885911704311
BESTA510,6.5 AMP 14IN AFS STRING TRIMMER,885911535021
BESTA512CM,6.5AMP 12IN ELECTRIC 3-in-1 COMPAT MOWER,885911536011
BESTE620,6.5AMP 14IN EASYFEED STRING TRIMMER,885911535496
BFG238K,3/8IN GROMMET TOOLKIT,076174374094
BFG250K,1/2IN GROMMET TOOK KIT,076174374100
BFS38K,3/8IN SCREW&FASTENERKT,076174374117
BHFEA18D1,20V POWERSERIES + REMOVABLE BATTERY SV,885911753760
BHFEA640WG,24V SUMMITSERIES STICK VACUUM GEN,885911909723
BHFEA640WP,24V SUMMITSERIES STICK VACUUM PET,885911909730
BHFEB520D1,20V REMOVABLE BATTERY STICK VACUUM,885911904759
BHPC110,TURBO EXTEND POWERED SCRUBBER,885911522908
BHPC130,TURBO SHORT AA,885911522915
BHSB315J,SPILLBUSTER - MANUAL,885911687140
BHSM15FX08,STEAM MATRIX 8 PIECE,885911819718
BHT150C,HAMMER TACKER,076174373790
BN18PP,"18 GA, PROJECT PACK",885911108614
BN200C,18GA 2IN BRAD NAILER KIT,077914056287
BPZ123TS,BD PIZZA OVEN 3 FUEL WITH STORAGE TEMP,885911939713
BPZ12SS,BD 12IN PIZZA OVEN STAND,885911939911
BPZA12MP,BD 12IN PIZZA OVEN METAL PEEL,885911939836
BPZA12WP,BD 12IN PIZZA OVEN WOODEN PEEL,885911939812
BRN175A,15 DEGREE COIL ROOFING NAILER,077914062455
BRT130,5-1/8IN NAILER21 DE,077914050285
BSV2020,REMOVABLE PACK STICK VACUUM,885911646703
BSV2020G,20V REMOVABLE PACK STICK VACUUM - GEN WM,885911676205
BSV2020P,REMOVABLE PACK STICK VACUUM - PET,885911646710
BSVF1,REPLMT FILTER BSV2020 BSV202P,885911669320
BT1300B,BRAD18GA5/815MMB,077914003076
BT1300B-1M,5/8IN 18GA BRADS - 1,077914032168
BT1303B,BRAD18GA3/419MM B,077914003090
BT1303B-1M,3/4IN 18GA BRADS - 1,077914033011
BT1309B,BRAD18GA1IN25MM B,077914003113
BT1309B-1M,1IN 18GA BRADS - 100,077914032175
BT1314B,BRAD18GA1-3/1630M,077914003137
BT1314B-1M,1-3/16IN 18GA BRADS,077914033028
BT1332B-1M,1-1/4IN 18GA BRADS -,077914032182
BT1335B,BRAD18GA1-3/834MM,077914010456
BT1335B-1M,1-3/8IN 18GA BRADS -,077914032199
BT1338B-1M,"1-1/2 18 GAUGE BRAD,",077914036760
BT1340B,BRAD18GA1-9/1639M,077914010470
BT1342B-1M,1-5/8IN 18GA BRADS -,077914032205
BT1345B,BRAD18GA1-3/444MM,077914010494
BT1345B-1M,1-3/4IN 18GA BRADS -,077914032212
BT1350B,BRAD18GA250MM BRO,077914010517
BT1350B-1M,2IN 18GA BRADS - 100,077914032229
BT1350SS,"BOS 2"" 18GA SS 500",077914052869
BT160HL,HDSTPL/BRAD GUN H/L,076174373745
BTA704-5C,1/4IN HD STAPLE - 5C,076174374056
BTA704TLS,"1/4 HDSTAPLES1,500",076174373530
BTA705TLS,ST STAPLES 5/16 INCH 1500,076174373547
BTA706-5C,3/8IN HDSTAPLES5K,076174373639
BTA706TLS,"3/8""HDSTAPLES1,500",076174373554
BTA708TLS,1/2IN HD STAPLES 1500,076174373561
BTA709TLS,9/16 HD STAPLES 1500,076174373578
BTBN18PP,18 GA BRAD NAIL PROJECT PACK 900 QTY,077914062257
BTE550Z,BOS STPL 2 IN 1 NAILER ELEC,076174373776
BTF83C,15 DEG COIL FRAMING NAILER,077914062288
BTF83PL,21PL STICK FRAMING NAILER,077914062295
BTF83PT,30PT FRAMING NAILER,077914062301
BTF83WW,BOSTITCH 28WW FRAMING NAILER,077914061960
BTFAFOOTG2,BOS ADJUSTABLE FLOORING FOOT W/ROLLERS,077914062479
BTFN15PP,15 GA FN STYLE FINISH NAIL PROJECT PACK,077914062196
BTFP02012,COMP 6.0G 150PSI UMC_OF120V BT,077914061144
BTFP12233,18GA BRAD NAILER KIT 2-1/8IN,077914058991
BTFP12569,2IN1 FLOORING TOOL,077914060949
BTFP1450D,BOST 50X1/4 BLEND HOSE w/FITTING,077914062394
BTFP1664K,16GA STRAIGHT FINISH NAILER,077914062189
BTFP1850K,18GA 2IN BRAD NAILER,077914061137
BTFP1KIT,COMPRESSOR-BRAD NAILER COMBO KIT,077914061151
BTFP1KIT16SP,PREMIUM 16GA NAILER & COMP COMBO KIT,885911722186
BTFP2350K,23GA 2IN PIN NAILER KIT,077914062462
BTFP2KIT,COMPRESSOR-BN/FN COMBO KIT,077914061168
BTFP3KIT,COMPRESSOR - BN/FN/CS COMBO KIT,077914061175
BTFP71875,NEUMATIC STAPLER/BRAD NAILER,077914059318
BTFP71917,SMART-POINT 16GA 2-1/2IN FINISH NAILER,077914059004
BTFP72155,SMART POINT 15GA DA FINISH NAILER KIT,077914060413
BTFP72156,SMART POINT 15GA FN FINISH NAILER KIT,077914060420
BTFP72319,"PLUG, 1/4IN IND, 1/4IN NPT(F) BT",077914059868
BTFP72321,"COUPLER,1/4IN UNI, 1/4IN NPT(F) BT",077914059882
BTFP72333,"PLUG 1/4IN SWI IND, 1/4IN NPT(M) BT",077914060000
BTHT73531,"STAPLES, HD, 3/8IN, 1250 PC, PAPER BOX",076174735314
BTHT73532,"STAPLES, HD, 1/2IN, 1250 PC, PAPER BOX",076174735321
BTHTHT550,BT STPL AV HAMMER TACKER,076174774672
BTPN23PP,23 GAUGE PIN NAIL PROJECT PACK 900,077914062264
BTSB16PP,16 GA STRAIGHT FINISH NAIL PROJECT,077914062219
BTSX18PP,18 GA SX 7/32IN CROWN STAPLE PROJE,077914062233
BV-006L,LEAF COLLECTION SYSTEM,028872080067
BV-008,DISPOSABLE BLOWER VAC BAG - 5 PACK,885911317337
BV3100,12 AMP BLOWER VACUUM,885911293501
BV3600,12 AMP BLOWER VACUUM,885911266901
BV6000,12 AMP BLOWER VAC - w/ DISPOSABLE SYSTEM,885911317306
BV6600,12 AMP BLOWER VAC - PREMIUM DISPOSABLE,885911317313
BZOBL50,GUTTER CLEANER ATTACHMENT,885911542388
C10P120D,"NAIL,COL,120,PLN,3,D",077914015758
C10P120DG,"NAIL,COL,120,PLN,3,G",077914015772
C10P131D,"NAIL,COL,131,PLN,3,D",077914015765
C10S120DG,"NAIL,COL,120,SCR,3,G",077914015789
C12P120D,"NAIL,COL,120,PLN,3-1/4,DP",077914015819
C12P120DG,COL120PLN3-1/4GAL,077914015833
C12P131D,"NAIL,COL,131,PLN,3-1",077914015826
C12R120DSS,"NAIL,COL,120,RNG,3-1",077914015857
C12S120DG,"NAIL,COL,120,SCR,3-1",077914015840
C16P131D,"NAIL,COL,131,PLN,3-1",077914015864
C2002,6 GAL 150 PSI PANCAKE COMPRESSOR,885911012256
C2002-WK,6 GAL 150 PSI PANCAKE COMPRESSOR w/ACCY,885911004619
C3R80BDG,"COL,080,RNG,1-1/4GAL",077914015949
C3R90BDSS,"NAIL,COL,090,RNG,1-1",077914026198
C3R90BDSS-316,"NAIL,COL,3D,090,RNG,316 SS",077914060048
C4R80BDG,"COL,80,RNG,1-1/2GAL",077914015956
C4R90BDSS,"NAIL,COL,090,RNG,1-1",077914015963
C4R90BDSS-316,"NAIL,COL,4D,090,RNG,316 SS",077914060055
C5R80BDG,"NAIL,COL,080,RNG,1-3",077914015970
C5R90BDSS,"NAIL,COL,090,RNG,1-3",077914015987
C5R90BDSS-316,"NAIL,COL,5D,090,RNG,316 SS",077914060062
C6P90BDG,"NAIL,COL-090-PLN-2-G",077914015994
C6P99D,"NAIL,COL,099,PLN,2,D",077914015635
C6P99DG,NAILCOL099PLN2G,077914015659
C6R90BDG,NAILCOL090RNG2G,077914016007
C6R90BDSS,"NAIL,COL,090,RNG,2,S",077914016014
C6R90BDSS-316,"NAIL,COL,6D,090,RNG,316 SS",077914060079
C6R99BC,NAILCOL099RNG2B,077914015642
C6R99BCG,NAILCOL099RNG2IN,077914015666
C7P90BDG,"NAIL,COL,090,PLN,2-3",077914016021
C7R90BDG,"NAIL,COL,090,RNG,2-3",077914016038
C7R90BDSS,"NAIL,COL,090,RNG,2-3",077914016045
C7R90BDSS-316,"NAIL,COL,7D,090,RNG,316 SS",077914060086
C8P120D,"NAIL,COL,120,PLN,2-1",077914015697
C8P131D-4.5M,"NAIL,COIL,.131,PLN,2",077914045861
C8P90BDG,"NAIL,COL,090,PLN,2-1",077914015079
C8P99D,"COL,099,PLN,2-1/2,DP",077914015680
C8P99DG,COL099PLN2-1/2GAL,077914015710
C8R113BD,NAIL CL RG 113 2-3/8,077914054184
C8R113DG,NAILCL113RNG2-3/,077914043874
C8R90BDG,"NAIL,COL,090,RNG,2-1",077914015086
C8R90BDSS-316,"NAIL,COL,8D,090,RNG,316 SS",077914060093
C8R99BCG,COL099RNG2-1/2GAL,077914015727
C8R99BD,"COL,099,RNG,2-1/2,BD",077914015703
C8R99BDSS,"COL,099,RNG,2-1/2,SS",077914015741
CAPPAK-1M,1M PACK:BOST.CAP&STP,077914045953
CAPPAK-5M,5M PACK:BOST.CAP&STP,077914042075
CHV1410L,16V MAX LITHIUM GEN9 DUSTBUSTER,885911268707
CHV1410L32,16V MAX LITHIUM HAND VAC,885911465045
CM2043C,40V MAX 20IN MOWER,885911509329
CMB15,PORTER CABLE COMPRESSOR 150PSI 1.5GAL,885911186148
CR19GAL,"NAIL,COL,120,ROOF,3/",077914016809
CR2DCGAL,"NAIL,COL,120,ROOF,7/",077914004448
CR2DGAL,"NAIL,COL,120,ROOF,1,",077914004455
CR3DGAL,COL120ROOF1-1/4GA,077914004462
CR4DGAL,"COL,120,ROOF,1-1/2GA",077914004479
CR5DGAL,"NAIL,COL,120,ROOF,1-",077914004486
CS1216,CORDED CHAINSAW 12A 16IN,885911381109
CS1518,CORDED CHAINSAW 15A 18IN,885911380706
CSBPOG3,SAW BLD PLANOGRAM RACKS + PRODUCT,024721093202
CT106T,ST STPL 3/8IN CBL,076174058475
CT109T,ST STPL CBL 9/16IN,076174051698
CT10X,1T STPL CABLE TCKR,076174051001
CT308T,ST STPL 1/2IN CBL,076174058468
D180001,9 Piece Plumber's Hole Saw Set,028877345963
D180002,9 Piece Electrician's Hole Saw Set,028877345970
D180004,DeWALT DOOR LOCK KIT,028877510613
D180005,14 Piece Master Hole Saw Set,028877551395
D180018IR,1-1/8IN (29MM) IMPACT RATED HOLE SAW,885911098519
D180022IR,1-3/8IN (35MM) IMPACT RATED HOLE SAW,885911098533
D180024IR,1-1/2IN (38MM) IMPACT RATED HOLE SAW,885911098540
D1800IR5,5 PC IMPACT RATED HOLE SAW SET,885911204804
D24000,10IN WET TILE SAW,028877414294
D24000S,D24000 W/STAND,028877518503
D24001,10IN WET TILE SAW STAND,028877501291
D25263K,1-1/8IN SDS D-HANDLE ROTARY HAMMER,885911379878
D25301D,DUST EXTRACTOR TELESCOPE w/ HOSE,885911220101
D25333K,1-1/8IN SDS PLUS ROTARY HAMMER,885911477451
D25416K,1 1/8IN SDS COMB HAMMER E-CLUTCH,885911373517
D25481K,1-9/16IN SDS MAX COMBO HAMMER,885911477529
D25614K,1-3/4IN SDS MAX COMBI HAMMER,885911618410
D25733K,1-7/8IN SDS MAX COMB HAMMER W/E-CLUTCH,885911511025
D25773K,2IN SDS MAX COMB HAMMER W/E-CLU,885911511063
D25810K,12LB SDS MAX CHIPPING HAMMER,885911477512
D25832K,16LB SDS MAX CHIPPING HAMMER,885911618434
D25892K,22LB SDS MAX CHIPPING HAMMER W/SHOCKS,885911551830
D25911K,27 LBS SDS MAX INLINE DEMOLITION H,885911820608
D25966K,1-1/8 Hex Compact Breaker Kit w/ Cart,885911834643
D25980,68 LB BREAKER HAMMER,028877585918
D259804,1-1/8IN BREAKER TRUCK W/BITS,885911523417
D25980K,68 LB BREAKER HAMMER with WHEEL CART,028877585932
D26676,5.5 AMP PORTABLE HAND PLANER W/HSS BLADE,885911212120
D26677K,5.5 AMP HAND PLANER KIT w/CARBIDE BLADES,885911212144
D26950,HEAVY DUTY HEAT GUN,885911178112
D26960,HEAVY DUTY HEAT GUN w / LCD DISPLAY,885911178136
D26960K,HEAT GUN with LCD DISPLAY and KITBOX,885911250702
D28499X,"7"" & 9"" 6,000 RPM 5.3 HP ANGLE GRINDER",028877371306
D28715,14IN QUICK CHANGE CHOP SAW,028877571041
D28730,14 IN CHOP SAW,885911604253
D36000,10in HEAVY DUTY WET TILE SAW,885911561235
D36000S,10IN HEAVY DUTY WET TILE SAW W/STAND,885911561259
D55001,OIL SYNTHETIC 1 QUART (F/COMPRESSOR),028877356556
D55040,"QUADRAPORT, 4-PORT LINE SPLITTER w/REG",885911154406
D55140,.6HP 1G HD UMC 1STG 120V COMPRESSOR,028877553993
D55146,225 PSI 4.5GAL E.H.P. COMPRESSOR.,885911540001
D55151,COMPRESSOR ELEC 2HP 4 GAL OIL LUBE TWIN,028877366869
D55154,4 GAL 125PSI DW SIDESTACK COMPRESSOR.,028877562551
D55167,1.6 HP 225 PSI 15 GAL PORTABLE DEWALT,028877575223
D55168,225 PSI 15 GAL E.H.P. COMPRESSOR.,885911540018
DA-1532,2IN 15 GAUGE FINISH,077914036586
DA-1540,2-1/2IN 15 GAUGE FIN,077914036609
DA250C,2 1/2IN 15GA ANGLE FINISH NAILER,885911045063
DAAB7GPW05,4-1/2IN X 7/8IN POWER WHEEL FLAP DISC,885911170185
DAAH7GPW05,"4-1/2"" X 5/8""-11 POWER WHEEL FLAP DISC",885911170222
DABP4SR58,BACKING PAD 4.5IN SEMI-RIGID 5/8-11,885911534468
DABP5RR58,BACKING PAD 5IN RIBBED RIGID 5/8-11,885911671903
DABP5SR58,BACKING PAD 5IN SEMI-RIGID 5/8-11,885911699808
DABP7SR58,BACKING PAD 7IN SEMI-RIGID 5/8-11,885911534475
DAFE1B0410,1INX 1IN X 1/4IN HP 40G FLAP WHEEL,885911171366
DAFE1B0610,1INX 1IN X 1/4IN HP 60G FLAP WHEEL,885911171373
DAFE1B0810,1INX 1IN X 1/4IN HP 80G FLAP WHEEL,885911171380
DAFE1B1210,1INX 1IN X 1/4IN HP 120G FLAP WHEEL,885911171397
DAFE1B1810,1INX 1IN X 1/4IN HP 180G FLAP WHEEL,885911171403
DAFE1D0410,1 1/2IN X 1IN X 1/4IN HP 40G FLAP WHEEL,885911171427
DAFE1D0610,1 1/2IN X 1IN X 1/4IN HP 60G FLAP WHEEL,885911171434
DAFE1D0810,1 1/2IN X 1IN X 1/4IN HP 80G FLAP WHEEL,885911171441
DAFE1D2410,1 1/2IN X 1IN X 1/4IN HP 240G FLAP WHEEL,885911171472
DAFE1F0410,2IN X 1IN X 1/4IN HP 40G FLAP WHEEL,885911171540
DAFE1F0610,2IN X 1IN X 1/4IN HP 60G FLAP WHEEL,885911171557
DAFE1F0810,2IN X 1IN X 1/4IN HP 80G FLAP WHEEL,885911171564
DAFE1F1210,2IN X 1IN X 1/4IN HP 120G FLAP WHEEL,885911171571
DAFE1F2410,2IN X 1IN X 1/4IN HP 240G FLAP WHEEL,885911171595
