item_number,catalog_number,upc,item_description
97586,UPCBOX,757033975866,UPCBOX UPC CARRYING CASE COMPLETE
97587,UPFGRSGUN,757033975873,UPFGRSGUN GREASE GUN
97588,UPGREASE,757033975880,"UPFGREASE MOTOR GREASE, 2 OZ"
97590,UPWRENCH,757033975903,"UPC ARBOR WRENCH, 3/4 X 7/8 O/E"
97591,FRL,757033975910,UP97591 FILTER REG LUBE (NEW 2011)
97595,UPDRESS,757033975958,UPFDRESS BLADE DRESSING STONE
97617,UPCSA,757033976177,UP-97617 ARBOR (SHORT)
97650,SILC,757033976504,ASF LOWER CASE MACHINED
97660,ASFPS2,757033976603,"ASF PINION, SHAFT 2"
97661,ASTGS3,757033976610,"ASF GEAR (BEVEL), SHAFT 3"
97666,SICP,757033976665,ASF CLAMP PLATE
97668,ASFGR,757033976689,ASF GUIDE ROLLER
97669,SICB,757033976696,ASF CRANK BEARING
97671,SIGB,757033976719,ASF GUIDE BEARING
97672,SIB,757033976726,ASF BUSHING
97674,SICA,757033976740,ASF CRANK ASSY
97678,ASFSP,757033976788,ASF SPRING PLUNGER
97688,,757033976887,ASF END CLAMP (NEW STYLE)
97705,ASFMTRS,757033977051,ASF MOTOR SHAFT
97727,SIFW,757033977273,"FITTING, SWIVEL, 3/8 NPT, ID .310"
98014,SCF8106L,757033980143,8106L LEFT CHAIN JAW MACHINED
98015,SCF8106R,757033980150,8106R RIGHT CHAIN JAW MACHINED
98016,SCF8110,757033980167,8110 MALE CHAIN JAW MACHINED
98021,SC59LHA,757033980211,8118L-59 HANDLE ASSY
98026,SCFJB,757033980266,8111 JAW BOLT
98028,SCFHB,757033980280,8113 HANDLE HINGE BOLT
98036,SCF8119,757033980365,8119 ROLLER PIN
98038,CSO1H,757033980389,CSO1 HEAD FINISHED
98039,CSO1TCB,757033980396,CSO1 TOP CRIMP BAR FINISHED
98040,CSO1BB,757033980402,CSO1 BOTTOM BAR FINISHED
98041,CSO1BCR,757033980419,CSO1 BOTTOM CRIMP BAR FINISHED
98043,CSO1TR,757033980433,CSO1 TIE ROD
98045,CSO1ND,757033980457,CSO1 HANDLE
98046,SC49PSA,757033980464,SC49 PRESSURE SCREW ASSEMBLY
98047,SC59PSA,757033980471,SC59 PRESSURE SCREW ASSY
98057,CSO1TW,757033980570,CSO1 THRUST WASHER
98058,CSO1HN,757033980587,CSO1 HEX NUT
98060,SC49TC,757033980600,SC49 THRUST CUP
98064,CSO1TB,757033980648,CSO2 TOP BAR FINISHED
98067,CSO2BB,757033980679,CSO2 BOTTOM BAR FINISHED
98072,CSO2TI,757033980723,CSO2 THREADED INSERT
98073,CSO2FSA,757033980730,PES2 ONLY FEED SCREW ASSY
98076,PES2TB,757033980761,TOP BAR FOR PE SQUEEZE TOOL
98078,CTSTOP,757033980785,CTSTOP CTS PIPE STOP FOR PES2 PAIR
98079,IPSTOP,757033980792,IPSTOP IPS PIPE STOP FOR PES2 PAIR
98091,PES4TB,757033980914,TOP BAR FOR 2-4IN SQUEEZE TOOL
98093,PES4TR,757033980938,TIE ROD F/PE 2-4IN SQUEEZE TOOL
98094,,7.57034E+11,PEF8240-I4 STOP
98099,PES4FSA,757033980990,PE 2-4IN FEED SCREW ASSY
98101,528,757033981010,#528  8 INCH SNAP CUTTER CHAIN
98102,5210,757033981027,#5210 10 INCH SNAP CUTTER CHAIN
98103,5212,757033981034,#5212 12 INCH SNAP CUTTER CHAIN
98104,5215,757033981041,#5215 15 INCH SNAP CUTTER CHAIN
98121,PES4MM,757033981218,PES4MM STOP SDR11 & SDR17 &17.6 PR
98124,PES2MM,757033981249,PES2MM STOP SDR17&SDR11 20-63MM PR
98132,CP6HDL,757033981324,PUMP HANDLE
98139,CPAPBOSCH,757033981393,BOSCH BATTERY ADAPTER PLATE
98140,CPAPDEW,757033981409,DEWALT BATTERY ADAPTER PLATE
98141,CPAPMIL,757033981416,MILWAUKEE BATTERY ADAPTER PLATE
98143,CPHOSE2FT,757033981430,HOSE ASSY 2 FT
98144,CPHOSE4FT,757033981447,HOSE ASSY 4 FT
98145,CPHOSE7FT,757033981454,HOSE ASSY 7 FT
98146,CPMTRASSY,757033981461,MOTOR ASSY
98147,CP15COUP,757033981478,HOSE COUPLING
98149,CPAPMAK,757033981492,MAKITA BATTERY ADAPTER PLATE
98154,HTP300P,757033981546,"PISTON, HTP300"
98166,CP15MEDSCRN,757033981669,CP15 MEDIUM SCREEN PACK
98167,CP15FINESCRN,757033981676,CP15 FINE SCREEN PACK
98168,CP15FILTER,757033981683,CP15 FELT FILTER PACK
98177,HTPKT,757033981775,"HTPKT KIT, HTP PUMP REBUILD"
98180,HTPWS3,757033981805,WASHER/SCREEN PACK OF 3
98184,CP24HDLGRIP,757033981843,CP15 2 FT HANDLE ASSY
98185,4AHBAT,757033981850,BATTERY BOSCH 4Ah ONLY
98186,2AHBAT,757033981867,BATTERY BOSCH 2Ah ONLY
98187,CHRG,757033981874,CHARGER BOSCH ONLY
98188,CPMSTR,757033981881,CP15 MARINE STRAINER
98189,CPRCSTR,757033981898,CP15 DOMED CENTER STRAINER
98190,CP15SCRFLTR,757033981904,SCREEN/FILTER ASSORTMENT
98192,CPLPA,757033981928,LOWER PUMP ASSEMBLY
98193,CP15CASE,757033981935,CP15 CASE
98194,CP15LCASE,757033981942,CP15 OVERSIZED CASE
98197,8AHBAT,757033981973,BATTERY BOSCH 8Ah ONLY
98198,CP15CRSCRN,757033981980,CP15 COARSE SCREEN PACK
98199,CP15MHRA,757033981997,CP15 MOTOR HOUSING REPLACEMENT ASSY
98220,CSR2J,757033982208,"ROUND-IT JAWS, PAIR"
98224,CSR2PA,757033982246,ROUND-IT PIN ASSEMBLY
98225,CSR2HA,757033982253,REROUNDER ADJ. HANDLE ASSEMBLY
98226,CSRAS,757033982260,ROUND-IT ADJUSTING SCREW
98230,CSR2IS,757033982307,ROUND-IT INSERT SCREW
98242,RCR34J,757033982420,"RCR34J JAW, REROUNDER, 3/4"" EACH"
98244,RCR1J,757033982444,"RCR1J JAW, REROUNDER,1"""
98316,PEF8SRP,757033983168,PEF8 SCREW RETAINER PLATE
98319,PES6-8LGSTP,757033983199,"PEF8 PAIR OF STOPS,LG,6-8"
98320,PES6-8SMSTP,757033983205,"PES8 AND PES6 PAIR OF STOPS,SM,3-4"
98327,PEF8BP,757033983274,"PEF8 BALL PLUNGER (MCM-CARR3408A74,"
98329,,757033983298,"WEB SLING FOR PES8, PES6, HPC12"
98330,PEF8CB,757033983304,NEW ROUND CROSSHEAD FOR PES8 2008
98332,PEF8BB,757033983328,ROUND BOTTOM BAR PES8
98355,PES6-8METRIC,757033983557,PES6 and8 METRIC STOP
98376,PES8SBW,757033983762,SADDLE BOLT & WASHER REPL.
98377,PES8HGRP,757033983779,HANDLE & GRIP REPL.
98381,PES4CCST,757033983816,PES4DB COLOR CODED STOPS -2/PK
98390,PESBHLG,757033983908,LARGE STOPS COMPLETE
98391,PESBHSM,757033983915,SMALL STOPS COMPLETE
98392,PESBHMM11,757033983922,METRIC STOP DR11 COMPLETE
98393,PESBHMM17,757033983939,METRIC STOP DR 17 COMPLETE
98405,TMCAP,757033984059,TOP CHAMBER CAP FOR TM1000
98406,TMVL,757033984066,VALVE LEVER FOR TM1000
98407,TMBAR,757033984073,TM1100 VALVE SWING BAR
98409,TMMV,757033984097,MINI-VALVE FOR TM1000
98410,TMB,757033984103,BORING BAR BEARING FOR TM1100
98411,TMBS,757033984110,BEARING SLEEVE FOR TM1000
98412,TMKP,757033984127,KNOCKOUT PIN FOR TM1000
98414,TMSW,757033984141,SWIVEL FOR TM1000
98415,TMPR,757033984158,CHAIN PULL ROD FOR TM1000
98416,TMRB,757033984165,TOOL RETAINING BOLT FOR  TM1000
98417,CX5,757033984172,CX5  5 FT CHAIN LNTH 5/16IN HI-TEST
98419,TMF8430,757033984196,POPPET RING FOR TM1000
98420,TMVP,757033984202,VALVE POPPET FOR TM1000
98421,TMNUT,757033984219,CHAIN PULL ROD NUT FOR TM1000
98422,TMAS,757033984226,TMAS  TM1000 ADPTR SHNK ASSY 3/4IN
98423,TMIN3/4,757033984233,TMIN 3/4 TM1000 CORP INSRT TOOL
98424,TMIN1,757033984240,TMIN 1IN TM1000 CORP INSRT TOOL
98425,TMTC,757033984257,TMTC TAPPING COMPOUND FOR TM1000
98429,TMF8429,757033984295,BRASS BUSHING FOR TM1000
98430,TM1000CA,757033984301,TM1000 CHAMBER ASSEMBLY
98431,TM1000BBA,757033984318,TM1000BBA  BORING BAR ASSEMBLY
98438,TS12,757033984387,TS12  12IN SADDLE FOR  TM1100
98439,TS6,757033984394,TS6   6IN SADDLE FOR  TM1100
98440,TS8,757033984400,TS8   8IN SADDLE FOR  TM1100
98441,TS10,757033984417,TS10  10IN SADDLE FOR  TM1100
98442,TS4,757033984424,TS4   4IN SADDLE FOR  TM1100
98443,TS16,757033984431,TS16  16IN SADDLE FOR  TM1100
98444,TS18,757033984448,TS18  18IN SADDLE FOR  TM1100
98445,TS20,757033984455,TS20  20IN SADDLE FOR  TM1100
98446,TS24,757033984462,TS24  24IN SADDLE FOR  TM1100
98457,HSAS,757033984578,"ADAPTER, SHELL CUTTER WITH SCREW"
98461,DMDA75,757033984615,DMDA75 3/4IN DRILL ADPT REED DM1000
98462,DMDA100,757033984622,DMDA100  1IN DRILL ADPT REED DM1000
98472,DM75CONV,757033984721,DM75CONV NPT-AWWA 3/4IN ADPT DM MAC
98473,DM100CONV,757033984738,DM100CONV NPT-AWWA 1IN ADPT DM MAC
98481,DMCA75EXT,757033984813,3/4IN EXT DRILL ADPT- DM1000/DM2000
98482,DMCA100EXT,757033984820,1IN EX DRILL ADAPTER DM1000/DM2000
98489,DMAPVCEXT,757033984899,"DMAPVCEXT 3/4 & 1""   SHELL ADAPTER"
98499,DMCA100IPS,757033984998,"DM1000/2000 1"" I.P.S. CORP ADAPTER"
98502,RG6TP,757033985025,RG6S TOP PLATE
98503,RG6CP,757033985032,RG6S COVER PLATE
98504,RG6FS,757033985049,RG6S FEED SCREW
98505,RG6SRGS,757033985056,RG6S GROOVE ROLL SHAFT
98506,RG6GR,757033985063,RG6S GROOVE ROLL
98507,RG6DS,757033985070,RG6S DRIVE SHAFT
98509,RG6SAS,757033985094,RG6S ADJUSTING SCREW
98511,RG6SB,757033985117,RG6S SUPPORT BAR
98515,RG6DGS,757033985155,DEPTH GAUGE SET - RG6S ROLL GROOVER
98520,RG26MB,757033985209,RG26 MAIN BODY
98521,RS26Y,757033985216,RG26 YOKE
98522,RGA8522,757033985223,RG26S CRANK ASSY W/SOCKET
98523,RG26DS,757033985230,DRIVE SHAFT-RG26S ROLL GROOVER
98524,RG26GS,757033985247,GEAR DRIVE SHAFT-RG26S ROLL GROOVER
98525,RG26CSG,757033985254,GEAR CRANK SHAFT-RG26S ROLL GROOVER
98526,RG26CS,757033985261,CRANK SHAFT FOR RG26S ROLL GROOVER
98527,RG26FS,757033985278,FEED SCREW FOR RG26S ROLL GROOVER
98528,RG26GRS,757033985285,GROOVE ROLL SHAFT-RG26S ROLLGROOVER
98529,RG26GR,757033985292,GROOVE ROLL FOR RG26S ROLL GROOVER
98531,RG26JN,757033985315,JAM NUT FOR RG26S ROLL GROOVER
98532,RG26DR,757033985322,RG26 DRIVE ROLL
98534,RG26CN,757033985346,CRANK NUT FOR RG26S ROLL GROOVER
98535,RG26FN,757033985353,FEED NUT FOR RG26S ROLL GROOVER
98536,RG26T,757033985360,TRUNNION FOR RG26S ROLL GROOVER
98537,RG26TP,757033985377,TRUNNION PLATE-RG26S ROLL GROOVER
98538,RG26TB,757033985384,THRUST BUTTON-RG26S ROLL GROOVER
98539,RG26KP,757033985391,KNURLED PIN-DRVE SHFT GEAR ON RG26S
98540,RGF8540,757033985407,RG HANDLE
98542,RS26MP,757033985421,MOUNT PLATE&BUSHING MOUNT WLDMNT
98549,RS26GS,757033985490,RG26S GAGE SET
98559,RG6DSA,757033985599,RG6S DRIVE SHAFT ASSEMBLY
98568,RG26TNA,757033985681,RG26TNA TRUNNION/FEED NUT ASSY
98570,RG26DRP,757033985704,RG26 DRIVE ROLL PIN
98577,RG6SC,757033985773,SLIDE CASTING MACHINED
98587,RGCCS,757033985872,"CRANK SHAFT APRX 3""LG"
98589,RGCGR,757033985896,"GROOVE ROLL, NARROWER THAN 98506"
98590,RGCW,757033985902,"WASH. 2.17 OD,1.51ID .06 THK, FLATS"
98593,RGCRCT,757033985933,"RATCHET, 1/2""SQR, BENT HANDLE"
98604,PEPCKA,757033986046,CHAIN KEEPER ASSEMBLY
98639,PEPBH6,757033986398,"BLADE HOLDER 6"" PE SCRAPER"
98667,,757033986671,TRUE PEEL BLADE W/SCREW
98705,R811MP,757033987050,MNTNG POST FOR UNIVERSAL DIE HEAD
98706,R811CL,757033987067,CLAMP LEVER FOR UNIVERSAL DIE HEAD
98707,R811L,757033987074,LINK FOR UNIVERSAL DIE HEAD
98708,R811LS,757033987081,LOCK SCREW FOR UNIVERSAL DIE HEAD
98709,R811LW,757033987098,LEVER WASHER FOR UNIVERSAL DIE HEAD
98718,R811TL,757033987180,THROWOUT LEVER - UNIVERSAL DIE HEAD
98800,700PDGC,757033988002,PDF700 GEARCASE
98804,700PDCP,757033988040,PDF700 COVER PLATE
98805,700PDFG,757033988057,PDF700 FACE GEAR
98806,700PDFB,757033988064,PDF700 FACE BEARING
98825,700PDF,757033988255,PDF700 FIELD 115V
98837,700PDP,757033988378,PDF700 PAWL
98845,5301PDBB-6205,757033988453,"BALL BEARING, NSK #6205-DU"
98846,5301PDBB-6200,757033988460,"BALL BEARING, NSK #6200-DU"
98849,700PDSB,757033988491,PDF700 SWITCH BUTTON
98855,700PDBB,757033988552,"BALL BEARING, NSK #6203-DU"
98858,700PDFDS,757033988583,PDF700 FINGER DISK SPRING
98859,700PDRT,757033988590,PDF700 RING TNG.TERM. FOR GRND WIRE
98860,700PDST,757033988606,"TERMINAL, AWG 16,SNAP ON"
98869,700PDBRUSH,757033988699,"BRUSH, .25X.625X.75 H27, UQ, .787""R"
98872,700PDSWASSY,757033988729,SWITCH ASSEMBLY
98878,700PDS,757033988781,PDF700 SWITCH INSUL. FORMED
98880,700PDWN,757033988804,PDF700 WIRE NUT CRIMP ON
98882,700PDCORD,757033988828,"CABLE CORD16/3, SJTW, 9' W/NEMA 5-15P"
98883,700PDCDRTNR,757033988835,"RETAINER, CORD, PIGTAIL-HEYCO 1605"
98885,700PDIT,757033988859,"INSULATOR, SLEEVING, #2 GRADE C3"
98890,R44060,757033988903,"BEARING,FACE RIDGID REPLACEMENT"
98898,700PDBC,757033988989,"CAP, BRUSH, PACK OF 2"
98899,700PDBA,757033988996,"BRUSH ASSY, PACK OF 2"
98902,700PDFGA,757033989023,FACE GEAR ASSEMBLY
98906,700PDGSA4,757033989061,GEAR SHAFT ASSEMBLY 4
98908,700PDAFBA,757033989085,ARMATURE/FAN ASY-Not for Sales USE 98912
98912,700PDA/B,757033989122,"ARMATURE, 700 PD,  IN A BOX."
98913,700PDF/B,757033989139,"FIELD, 700PD,  IN A BOX"
98914,700PDBH,757033989146,"BRUSHHOLDERS, ONE PAIR"
99003,R40B,757033990036,R40B  R40 BASE-MACHINED
99004,R450TT,757033990043,R450TT  R450+ TOOL TRAY ASSY
99010,R450XW,757033990104,R450XW R450 INXIN WASHER   BB=2000
99013,R450CA,757033990135,R450CA 450+ MAIN CHAIN W/CONNECTING PIN
99020,R450CS,757033990203,R450CS  R450 MAIN SCREW
99022,R450WP,757033990227,R450WP    R450+ WEAR PLATE
99024,R450TW,757033990241,R450TW  R450 SCREW WASHER
99030,450CC,757033990302,"450CC CLEANROOM CHAIN COVER 6"""
99050,R450B,757033990500,R450B R450 BASE/WEAR PLATE ASSY
99053,R450TP/W,757033990531,R450 SET OF 5 TRAY PINS &10 WASHERS
99054,R450TSC,757033990548,R450TSC R450 TRAY SPPT CLAMP&SCREWS
99055,R450LCA,757033990555,R450LCA R450+ LEG CHAIN ASSY
99057,R450FLA,757033990579,R450FLA!!!  R450 FRONT LEG ASSY
99058,R450RLA,757033990586,R450RLA!!!  R450+ REAR LEG ASSY
99059,R450SJSN,757033990593,SET OF 5 JAW SCREWS AND NUTS
99060,R450HSA,757033990609,R450HSA  R450 HANDLE & SCREW ASSY
99061,R450HC,757033990616,R450HC R450 HANDLE& SWIVEL NUT ASSY
99064,R450JSA,757033990647,R450JSA CEILING JACK SCREW ASSY
99066,R40YCSN,757033990661,R40YCSN R40 CAP SCREW AND NUT SET
99068,R40YA,757033990685,R40YA R40 YOKE/SCREW/HOOK/JAW/XHD
99069,R450WPS5PK,757033990692,39002 WEAR PLATE SCREW - 5 PACK
99075,450J,757033990753,450J R450+ JAW- PAIR (99025 EACH)
99076,450CJ,757033990760,450CJ 99028 R450C JAW--1 PAIR
99077,450PJ,757033990777,450PJ 99023 R450P JAW--1 PAIR
99084,R450JSN,757033990845,R450 JAW SCREW & NUT (TWO OF EACH)
99101,FTTW,757033991019,"WASHER,THREADED"
99103,FTBSHG,757033991033,"BUSHING .625 IDx.877 ODx1"" LONG"
99109,FT150NPT,757033991095,"FT150NPT ADAP 1-1/2"" NPT (IPS,FORD)"
99112,FT200NPT,757033991125,"FT200NPT ADAP 2"" NPT (IPS,FORD)"
99117,FT75NPT,757033991170,"FT75NPT ADAPTER, 3/4"" NPT"
99118,FT100NPT,757033991187,"FT100NPT ADAPTER, 1"" NPT"
99129,CRPD25,757033991293,"CRPD25 DRILL BIT 1/4"" COUP RET"
99132,FTSC688,757033991323,"FTSC688, 11/16, 6 CARBIDE INSERTS"
99134,FTSC875,757033991347,"FTSC875, 7/8, 8 CARBIDE INSERTS"
99137,FTSC1438,757033991378,"FTSC1438, 1-7/16, 12CARBIDE INSERTS"
99138,FTSC1750,757033991385,"FTSC1750, 1-3/4, 16 CARBIDE INSERTS"
99140,TMTC6,757033991408,TMTC6  TAPPING COMPOUND FOR TAP/DRILL
99162,FTFTW,757033991620,"WASHER, FEED THRUST"
99163,FTRTW,757033991637,"WASHER, RETRACTION THRUST"
99200,RGCMB,757033992009,MAIN BODY - ROLL GROOVER
99203,RGCCP,757033992030,COVER PLATE - RGCOMBO2
99210,RGCCSG,757033992108,"GEAR,CRANKSHAFT, 12TEETH, 12DP,1""PD"
99215,RGCTB,757033992153,THREADED BUSHING
99216,RGCS,757033992160,SLIDEBLOCK
99219,RGCDS,757033992191,OBS USE 99219N DRIVESHAFT
99260,FTS,757033992603,"SHAFT, FEED TAPPER 3/4 - 2"
99272,FTNCA,757033992726,FEED NUT CAP ASSEMBLY
99300,DM2001MB,757033993006,DM2100MB MAIN BODY
99301,DM2100SE,757033993013,SLEEVE EXTENSION - AWWA LRG CORPS
99302,TM1100BB,757033993020,"BORING BAR, TAPPING, APPROX 21""LONG"
99304,DM1100BB,757033993044,DM2100 BORING BAR
99305,DM2001SF/YA,757033993051,DM2001 STAR FEED AND YOKE ASSEMBLY
99306,TM1100RB,757033993068,"RETAINER, BEARING, FOR TM1100 SHAFT"
99307,TMBA,757033993075,"BEARING ASSEMBLY, THRUST BRG"
99309,TM1100BBA,757033993099,BORING BAR ASSEMBLY - TM1100
99390,DM11BBEXT,757033993907,"DM11BBEXT BORING BAR, EXTENDED"
99913,25 1/2CJF,757033999138,25 1/2 C JAW FACINGS
99914,26 1/2CJF,757033999145,26 1/2 C JAW FACINGS
